	Strain	Plate	Well	Media	Replicates	Compound	KEGG ID	CAS ID	0.0hrs	0.25hrs	0.5hrs	0.75hrs	1.0hrs	1.25hrs	1.5hrs	1.75hrs	2.0hrs	2.25hrs	2.5hrs	2.75hrs	3.0hrs	3.25hrs	3.5hrs	3.75hrs	4.0hrs	4.25hrs	4.5hrs	4.75hrs	5.0hrs	5.25hrs	5.5hrs	5.75hrs	6.0hrs	6.25hrs	6.5hrs	6.75hrs	7.0hrs	7.25hrs	7.5hrs	7.75hrs	8.0hrs	8.25hrs	8.5hrs	8.75hrs	9.0hrs	9.25hrs	9.5hrs	9.75hrs	10.0hrs	10.25hrs	10.5hrs	10.75hrs	11.0hrs	11.25hrs	11.5hrs	11.75hrs	12.0hrs	12.25hrs	12.5hrs	12.75hrs	13.0hrs	13.25hrs	13.5hrs	13.75hrs	14.0hrs	14.25hrs	14.5hrs	14.75hrs	15.0hrs	15.25hrs	15.5hrs	15.75hrs	16.0hrs	16.25hrs	16.5hrs	16.75hrs	17.0hrs	17.25hrs	17.5hrs	17.75hrs	18.0hrs	18.25hrs	18.5hrs	18.75hrs	19.0hrs	19.25hrs	19.5hrs	19.75hrs	20.0hrs	20.25hrs	20.5hrs	20.75hrs	21.0hrs	21.25hrs	21.5hrs	21.75hrs	22.0hrs	22.25hrs	22.5hrs	22.75hrs	23.0hrs	23.25hrs	23.5hrs	23.75hrs	24.0hrs	24.25hrs	24.5hrs	24.75hrs	25.0hrs	25.25hrs	25.5hrs	25.75hrs	26.0hrs	26.25hrs	26.5hrs	26.75hrs	27.0hrs	27.25hrs	27.5hrs	27.75hrs	28.0hrs	28.25hrs	28.5hrs	28.75hrs	29.0hrs	29.25hrs	29.5hrs	29.75hrs	30.0hrs	30.25hrs	30.5hrs	30.75hrs	31.0hrs	31.25hrs	31.5hrs	31.75hrs	32.0hrs	32.25hrs	32.5hrs	32.75hrs	33.0hrs	33.25hrs	33.5hrs	33.75hrs	34.0hrs	34.25hrs	34.5hrs	34.75hrs	35.0hrs	35.25hrs	35.5hrs	35.75hrs	36.0hrs	36.25hrs	36.5hrs	36.75hrs	37.0hrs	37.25hrs	37.5hrs	37.75hrs	38.0hrs	38.25hrs	38.5hrs	38.75hrs	39.0hrs	39.25hrs	39.5hrs	39.75hrs	40.0hrs	40.25hrs	40.5hrs	40.75hrs	41.0hrs	41.25hrs	41.5hrs	41.75hrs	42.0hrs	42.25hrs	42.5hrs	42.75hrs	43.0hrs	43.25hrs	43.5hrs	43.75hrs	44.0hrs	44.25hrs	44.5hrs	44.75hrs	45.0hrs	45.25hrs	45.5hrs	45.75hrs	46.0hrs	46.25hrs	46.5hrs	46.75hrs	47.0hrs	47.25hrs	47.5hrs	47.75hrs	48.0hrs
232	zntRALE	PM01	B09	M9 minimal media no C source	R1	L-Lactic acid	C00186	CAS 50-21-5	11.0	11.0	11.0	13.0107	13.7143	17.3359	14.647	18.8301	22.3963	27.4353	31.2249	34.2185	41.1024	44.9035	48.2247	54.3252	57.2057	63.0534	69.0174	73.2853	74.0282	78.8155	85.2802	89.6077	91.8275	93.7281	101.7331	105.721	113.4982	107.184	120.1801	130.6977	116.0701	132.9118	131.9685	125.6322	131.3172	150.7089	143.6183	151.0044	154.2089	144.6044	154.7427	158.5081	168.6077	174.3627	167.7505	171.0621	168.9297	175.1317	175.6329	185.2912	181.9031	188.6792	187.6201	194.7972	186.316	192.0677	193.6873	198.0502	197.4857	207.4596	201.021	203.3118	212.995	212.2232	217.054	220.2638	221.8831	219.8311	222.7002	229.9413	226.96	228.8195	223.2183	230.5261	230.6864	220.9469	230.8502	225.3077	230.6636	228.8062	235.9724	235.5549	241.2552	232.8773	247.0973	244.5079	250.4547	249.8629	251.4811	249.0931	250.4454	254.2905	256.6076	250.3598	258.3853	257.726	257.0082	259.2987	256.4542	260.6532	259.4788	259.4312	259.6666	265.258	263.9044	264.0405	255.9221	260.3948	261.7805	267.3849	267.7813	269.8043	267.825	271.1057	266.0563	266.5718	271.111	267.7918	270.1631	268.5219	271.1417	270.9323	270.6145	269.5721	271.1352	272.0005	274.5389	270.7882	272.7995	271.3152	275.5338	274.5774	272.8161	275.303	274.606	275.1774	275.5306	272.4759	276.6523	275.4688	273.6837	276.8954	277.3421	275.2245	274.6896	275.1105	274.2601	277.3296	274.4028	277.9354	278.1402	277.3012	273.6044	276.3129	273.9124	274.3531	276.1107	274.6187	274.7232	272.589	273.3142	273.2934	271.9041	270.3369	269.9124	268.4749	270.3146	270.8957	266.1504	264.9998	263.7399	266.3489	264.0759	265.3716	263.7888	264.5493	261.8931	263.529	268.9366	263.1669	261.8002	262.7916	259.4654	260.5545	258.8697	259.2331	260.6086	261.8817	257.2874	261.8387	260.0677
233	zntRALE	PM01	B09	M9 minimal media no C source	R2	L-Lactic acid	C00186	CAS 50-21-5	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.4074	16.0134	19.7357	24.8178	31.406	31.565	41.0184	42.9845	50.0041	53.0196	58.0318	59.4552	71.0985	75.4319	80.2846	81.573	82.4249	88.2215	94.5707	97.3223	98.2934	103.0665	107.5504	115.85	104.764	112.4463	120.9675	128.809	131.2657	129.1211	136.9586	138.9138	140.5685	152.4566	149.7665	150.8031	154.7178	158.8358	158.2362	157.2621	158.8316	166.1093	175.102	172.8519	175.1033	175.6448	179.3105	177.5369	178.1016	182.1199	182.4246	184.933	190.3023	186.4747	198.1079	193.1747	194.9144	201.7717	200.3574	199.8324	203.8038	201.2167	206.7274	207.4873	207.1246	212.9924	211.0447	208.2737	211.3947	209.2319	213.2812	215.7434	214.6887	218.4723	215.3993	220.7576	221.4605	222.5231	222.8806	222.0499	227.6127	231.8699	230.705	229.1503	225.0402	223.5796	227.8854	229.9105	231.6279	231.1723	231.5708	236.0186	234.7477	233.8779	236.0968	230.2262	232.995	236.1357	238.3073	234.117	234.4329	232.3456	235.5127	240.704	237.4617	235.2144	242.7031	243.8654	237.9315	237.4503	238.1995	241.0993	239.851	243.1269	240.7744	239.1117	239.1968	242.2742	238.6581	241.4461	238.5443	240.7965	240.2128	243.9804	244.0614	246.0943	247.2137	245.8309	250.5748	247.1923	242.8067	246.1497	244.2449	245.1843	246.3165	247.5187	247.447	249.2677	248.9797	244.8675	238.0841	252.128	249.9239	245.7446	248.9657	248.7931	249.8744	250.2967	250.5979	251.0448	254.3685	252.8454	249.2968	252.9835	251.1651	255.5132	253.7664	253.2446	255.2838	256.0508	255.1388	257.0108	250.234	250.7249	250.9224	245.0423	252.1545	249.2059	254.4151	259.2557	258.7217	254.029	256.2154	252.6611	256.5773	252.8831	251.673	252.2834	251.9817	250.251	248.9157	248.0878	245.3526	245.8999	245.4074	244.7421
234	zntRALE	PM01	B10	M9 minimal media no C source	R1	Formic acid	C00058	CAS 141-53-7	11.0	11.0	12.065	11.0	13.155	16.1246	14.6178	14.9872	16.0725	19.5474	18.9964	19.6102	17.8594	23.1616	19.5288	21.2145	23.6256	22.1062	23.7525	26.7141	25.7506	29.2201	27.8758	26.9574	29.348	29.1324	31.6093	33.9857	32.3733	31.1005	31.7541	28.5985	29.903	33.9841	38.8229	36.2169	34.0258	35.2767	34.0806	36.2836	36.2878	34.7047	35.5918	35.6001	36.4994	34.344	35.0631	38.6479	37.8089	41.153	40.6768	39.3333	37.2605	37.8927	36.4766	37.9304	38.4102	36.8789	40.0856	37.1582	42.6503	39.3756	39.0571	42.9311	41.6936	40.0774	40.8268	40.4942	38.5677	42.9835	40.1326	41.7464	41.9206	42.4055	38.0791	38.6603	38.703	38.4336	37.9201	39.1758	45.5467	39.8513	38.8626	42.3478	39.1166	34.4345	42.9207	41.4928	40.7418	40.2528	41.4606	43.1226	39.2469	44.3543	40.5504	42.4486	46.2906	44.176	47.3673	45.7472	39.805	42.0354	41.636	40.7958	41.2671	41.2212	44.2464	38.8268	40.1828	39.4751	40.849	44.7576	43.4728	44.9356	43.3915	41.5102	42.1045	44.3352	41.1394	40.3389	44.8568	43.2346	37.3325	40.2178	40.5966	39.593	41.8677	39.5677	44.6392	41.04	41.3526	45.1349	43.0446	41.5287	39.2657	42.0883	43.8967	43.7188	38.2083	37.5426	40.4849	40.0321	39.8752	41.3841	44.7332	42.2481	39.8414	41.1114	40.4858	39.6	42.7592	40.7974	42.1276	41.492	40.9238	38.7443	37.6397	39.7372	41.0801	43.5085	39.4786	44.0345	40.6578	42.6668	36.971	40.6924	42.5667	42.2998	40.5244	42.7056	43.4815	43.3129	40.3593	40.9625	36.7191	41.0037	43.2123	40.0647	40.1126	39.2974	41.2781	40.4602	39.5305	36.6884	38.5796	40.1257	40.7747	40.3757	40.709	40.5836	37.9942	46.2568	40.4489
235	zntRALE	PM01	B10	M9 minimal media no C source	R2	Formic acid	C00058	CAS 141-53-7	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	13.6716	11.0	15.4895	18.8159	15.2437	15.5915	19.4443	20.6891	21.0026	22.4482	26.6147	22.9147	26.4677	26.4706	32.4858	29.6324	31.2426	30.0815	29.2134	29.7805	28.7361	32.0264	33.973	29.9511	28.7658	36.8151	29.2558	32.1495	30.6688	28.7429	31.2001	33.3785	33.8587	33.5765	36.1252	32.4476	31.3214	32.6684	38.8616	36.9375	34.3168	36.2337	34.9904	32.4197	38.3692	36.3817	35.3631	35.6086	34.6782	33.466	37.0818	41.6946	38.5966	34.9455	39.3567	36.9267	40.539	34.2167	38.6028	36.2999	34.6377	39.8249	35.1022	37.3797	39.6085	35.8842	35.6313	34.36	38.6098	39.6417	39.5003	40.0781	42.818	37.8814	36.0468	38.1628	34.1812	39.5822	39.0868	42.3181	36.8414	41.0639	38.2833	37.6894	40.3542	36.3846	38.1222	38.9797	39.0565	39.4329	37.7671	37.3218	38.3844	38.3527	37.9927	37.1602	36.9761	38.0099	36.9598	36.1676	35.9755	39.6033	38.4029	38.9248	38.0925	39.1761	39.7119	38.2231	39.4481	40.5575	36.5625	39.8968	39.6853	40.1221	38.1776	40.3837	41.2032	38.36	37.0589	38.4029	38.8787	41.4692	42.8813	39.1285	36.2805	41.7225	40.4089	35.6011	35.0879	39.4728	36.4955	38.3579	41.9728	37.7932	42.3078	38.9206	40.6748	34.4623	37.2936	35.6585	36.5384	36.0679	35.7794	33.0533	36.5802	35.4489	40.0098	39.0792	37.4173	39.4732	36.1598	41.6358	35.6164	38.6449	39.8352	37.2173	37.7434	35.6354	37.7256	39.7286	39.8612	39.2847	37.9786	36.5358	36.8949	35.1826	39.4116	38.8772	41.4024	36.4834	37.7737	36.2558	34.9428	38.8861	37.5009	39.8303	34.4727	39.0844	37.1676	37.8481	41.1904	36.5817	35.3167	36.0056
236	zntRALE	PM01	B11	M9 minimal media no C source	R1	D-Mannitol	C00392	CAS 69-65-8	11.0	14.1891	19.533	24.5719	24.7523	31.433	31.656	40.6695	42.7108	52.9955	56.6619	67.6667	70.8754	70.3607	72.5424	72.8445	81.2037	80.6034	85.1056	85.1155	93.8748	96.5294	94.1577	101.0658	101.742	109.8679	111.3725	117.581	118.3601	120.0103	119.5462	127.1145	130.2155	138.6966	135.5871	137.6427	140.1573	140.9402	141.134	145.9277	149.7546	150.7833	149.4576	153.5603	154.963	160.5205	159.0276	162.7586	162.7445	169.772	168.6161	168.6469	175.4179	187.7954	193.0344	198.2236	207.1101	204.4525	212.5691	216.5015	217.6643	222.1263	224.7792	225.2398	226.283	229.2406	234.6067	233.8464	234.4415	231.955	236.6502	238.8413	237.3372	239.9793	240.3252	239.9617	240.2192	238.553	241.6022	241.1327	243.3583	244.2511	244.3607	243.8633	241.6687	242.844	245.2417	247.7409	245.2181	246.8987	248.4392	247.2104	246.829	247.2171	247.4999	246.724	244.6911	248.7275	251.97	248.9656	248.9873	250.0366	247.4209	247.2671	249.1068	250.3609	249.35	248.4662	247.2813	247.5068	249.0406	250.4586	251.2478	249.7666	251.2979	250.8132	248.9309	248.0266	250.0046	250.9362	251.0978	248.4286	246.9305	248.0381	246.3496	249.2648	248.7384	248.9464	249.1007	250.3142	248.5685	248.0278	245.1511	249.9366	249.3287	248.2441	248.3269	246.5073	249.1589	247.8053	250.0307	249.7891	250.1616	249.0	248.5745	248.6152	246.0935	246.8237	248.179	248.5909	251.4839	247.6719	249.7854	245.8667	248.2786	250.5766	247.4432	244.742	246.9201	249.7273	246.7272	248.6979	246.7183	245.1902	247.0827	249.3433	246.3179	246.8185	246.9551	247.6848	246.4849	247.6402	246.4803	244.8422	245.1226	246.5132	245.4256	247.8214	245.0718	246.6221	243.9523	246.4326	242.6618	245.0242	243.5766	241.7778	245.5462	241.6253	245.1656	246.7688	246.0592	242.5275	244.7261
237	zntRALE	PM01	B11	M9 minimal media no C source	R2	D-Mannitol	C00392	CAS 69-65-8	11.0	13.379	19.6195	17.2799	21.4197	26.1307	29.5977	34.8584	45.43	48.4441	54.7395	62.4907	66.6319	70.959	74.8958	69.6829	79.795	77.9835	84.306	91.6895	94.5199	94.7159	104.1856	104.1136	103.1255	111.1421	113.3811	120.292	118.3512	121.0906	126.5804	126.3752	134.0998	134.5945	141.5207	143.6317	148.2776	150.1798	149.5493	153.0879	154.5568	158.2241	156.9082	157.4065	159.0965	158.5045	166.277	165.0051	172.8645	170.7716	172.48	174.0271	178.1391	182.1397	196.8474	202.9029	208.3843	212.6853	214.9382	222.514	225.5112	225.6468	230.3091	231.324	235.5789	237.86	235.8808	240.3091	239.0696	240.6787	242.3279	247.9514	247.4532	249.048	247.3416	248.4503	247.9455	252.5402	248.8082	249.6478	250.6854	249.3668	251.6298	250.3306	251.6078	253.1672	249.4301	252.4967	250.9067	253.0371	252.8896	253.1018	255.2015	252.1122	252.746	252.5204	251.0323	250.9005	254.2551	251.3342	255.4557	253.0718	255.579	254.968	253.8346	256.8782	256.8818	256.5233	257.7354	255.7084	255.0669	256.4301	256.6897	255.2819	253.7625	254.8385	255.8073	256.9825	259.6253	257.7204	256.6987	255.7378	254.7756	255.3076	254.9815	255.4217	256.6208	255.3361	255.5922	255.9297	256.9613	258.9798	256.9766	256.4924	254.9252	254.884	255.3424	255.5888	255.6328	256.8696	256.9708	254.896	254.6272	255.8242	255.2268	255.093	253.3606	256.3349	256.7252	254.42	249.0292	254.5721	256.7125	255.5335	255.7631	255.9448	255.8321	252.8938	256.1173	256.4701	253.2314	254.566	254.8679	255.3805	253.533	254.1271	256.1306	255.0554	253.3021	252.09	250.8897	247.9298	246.3358	250.291	247.38	253.6769	255.9302	256.3518	256.213	254.7546	256.2845	254.3257	249.4742	252.4908	253.3362	250.8727	256.132	254.4774	252.3436	248.4879	251.1588	250.4003	249.9698
238	zntRALE	PM01	B12	M9 minimal media no C source	R1	L-Glutamic acid	C00025	CAS 142-47-2	15.5618	23.4676	22.4021	26.6924	26.437	24.1405	28.4705	27.8953	26.4682	32.7246	33.5974	37.7807	43.1536	42.9724	43.3397	48.3977	49.3628	47.2379	41.5537	51.0814	47.339	48.2791	48.2627	49.4214	50.3714	49.2331	48.6685	51.2847	52.9776	51.1899	48.9216	50.8418	51.3722	53.9716	54.0737	50.0016	51.1707	53.9613	48.9203	54.5193	49.3945	53.677	48.23	50.2191	52.0661	52.356	46.2028	50.3201	53.0157	52.2321	51.8028	51.1605	53.7631	53.4874	52.0232	51.1254	56.0015	52.3658	50.3805	54.971	57.5654	54.7468	56.778	52.4966	59.6257	57.9343	52.293	58.5366	58.5972	58.2748	59.3758	52.4881	59.9089	59.1275	55.9169	57.7158	56.52	59.9636	54.2311	56.5741	57.1235	57.157	54.9437	52.994	58.9519	57.7759	58.03	59.9705	60.8049	61.7491	61.6117	55.5087	61.037	59.4376	61.237	56.7315	60.3326	57.3366	63.9876	63.1747	62.206	61.0204	60.1159	59.146	60.3665	61.0961	57.9127	59.9509	63.8621	63.8229	60.7824	61.1321	58.9233	59.8888	60.4223	62.2117	60.7583	65.055	64.0621	59.7731	61.6635	62.355	62.1752	65.1202	61.718	62.5843	59.94	64.9123	64.9773	65.9003	62.4807	64.1564	64.6783	65.7818	62.6184	63.9119	64.5939	66.469	64.7342	64.3227	62.6255	63.245	64.0502	62.474	63.4301	65.2204	66.1031	66.6604	63.0736	62.5199	64.2672	62.5667	60.7334	63.8613	62.5859	63.909	62.6615	58.4885	63.5948	62.5448	63.9005	61.4001	61.3194	64.2475	64.8577	66.6187	62.5344	68.0114	61.925	65.1781	66.7915	65.8917	65.442	65.6182	62.7427	68.3051	68.7719	65.787	67.8411	65.3902	66.0815	66.302	66.4252	66.1596	62.4689	66.9734	68.412	63.4464	67.8182	69.8602	68.6314	67.1725	67.4101
239	zntRALE	PM01	B12	M9 minimal media no C source	R2	L-Glutamic acid	C00025	CAS 142-47-2	15.8038	20.1119	15.9765	19.6872	23.3219	23.3668	21.6968	22.3943	27.0148	27.816	31.2177	34.1311	34.1629	38.3928	46.2678	47.1813	50.9886	47.5631	42.7825	47.7074	46.7818	46.6238	45.8416	46.9885	46.626	44.473	50.2121	50.6756	49.3278	51.0173	45.6131	50.4604	47.8844	50.7404	50.4546	51.5465	51.6653	49.6727	50.3291	51.5723	52.6691	50.1735	49.6224	48.5236	51.4025	49.3674	52.1488	52.9179	52.9092	52.8862	55.354	51.8903	55.0045	56.3952	54.7957	52.4694	52.9863	51.7073	53.8981	52.6093	51.8251	53.0353	53.9106	55.1259	54.4316	53.7617	54.5984	53.6482	52.8918	55.2818	53.9088	53.6143	55.5961	54.4628	52.474	57.4368	55.5294	51.5762	55.8807	55.9399	58.4096	55.9632	55.5886	54.3321	54.0833	57.1569	56.2593	57.2587	56.1047	58.3419	60.3162	57.8662	59.9098	54.1411	59.4373	55.9339	58.6466	54.4862	61.1482	58.5167	59.6585	55.1527	59.0952	58.2222	55.649	58.0281	58.1575	55.6783	57.3749	58.325	57.3575	57.9004	59.9721	58.654	58.6378	59.3982	61.089	54.5477	61.5609	58.8704	57.6171	58.5146	57.052	59.1236	60.6099	59.6874	60.1001	57.1085	61.7289	61.9421	55.2927	59.6464	61.6481	59.4544	60.4756	56.8194	59.2127	59.6611	60.39	61.8636	61.1014	60.1634	61.4404	61.6551	58.5879	59.4369	60.3	59.4387	58.8873	61.0473	59.452	62.2357	58.8137	61.0926	59.5793	66.567	55.553	54.4737	62.6838	59.1402	61.979	62.8555	59.7098	63.8308	58.8973	64.4214	59.9149	63.6938	63.0414	60.8325	63.5177	61.2158	57.9004	56.9293	61.9309	61.1964	63.7897	64.2175	60.207	64.5183	64.098	65.3122	66.8564	62.5105	64.1404	60.7606	61.7076	60.9637	68.0519	64.1403	66.0875	64.2281	64.6926
240	zntRALE	PM01	C01	M9 minimal media no C source	R1	D-Glucose-6-Phosphate	C00092	CAS 3671-99-6	13.853	15.3978	16.3507	16.0876	21.7496	21.0608	25.831	32.8477	37.8983	44.2508	49.8038	59.9164	65.7212	67.6292	71.4596	80.5302	78.6507	89.0908	97.6838	103.3859	108.6513	124.8678	145.311	163.8786	177.6661	186.993	192.9956	200.3967	210.1159	214.1712	224.4932	225.7659	223.4206	228.647	234.9912	239.9263	244.1246	242.9449	239.8098	245.5143	248.5018	253.7987	251.8694	254.0469	254.3005	255.8015	248.5065	252.5993	254.6768	254.8845	257.912	254.684	258.7929	259.9209	261.1713	257.3782	256.7762	255.4735	255.7578	256.0224	263.2497	265.1513	264.7561	258.3748	265.6764	264.819	264.3556	265.1123	262.9545	266.1467	263.8863	262.382	265.9684	267.5252	259.8006	267.9202	264.8776	262.4763	262.4936	263.8437	263.3098	264.1367	260.3109	262.2343	263.6527	262.6322	273.9106	275.6996	270.3983	272.2368	271.8113	272.8205	269.5922	272.5141	267.7794	270.9536	272.5262	271.0291	271.0875	269.4943	267.4003	271.0295	272.6528	268.2584	271.7106	267.2533	271.6108	271.2857	263.0767	265.2675	264.0154	270.3145	272.6763	273.4331	271.1345	270.0331	273.9039	270.9118	272.2161	273.0315	270.5807	271.9694	266.0956	270.5901	274.0983	270.416	273.0552	271.8807	272.0865	271.3157	275.7473	273.0923	273.0287	273.1774	274.8959	276.0565	274.3461	271.021	278.0886	272.3818	274.1164	272.4626	275.7771	276.6883	273.2619	274.9858	270.8962	270.1028	273.0572	276.549	271.3435	271.8085	272.9737	269.1014	275.9022	276.286	279.3678	275.2734	277.5249	276.0795	278.6349	278.3183	278.8847	277.6735	275.9342	276.5694	278.0798	277.199	274.2527	274.1991	274.1283	276.3236	273.2921	273.8836	275.7003	272.4795	278.9451	274.792	279.7189	279.0911	280.8046	278.6971	279.9073	278.6698	276.298	275.4923	275.3257	273.8971	273.5401	276.2846	274.3531	274.0892	278.2914
241	zntRALE	PM01	C01	M9 minimal media no C source	R2	D-Glucose-6-Phosphate	C00092	CAS 3671-99-6	17.6917	12.6649	19.8126	22.0096	23.8778	21.8647	28.257	32.8697	37.1139	42.8556	49.6504	55.2179	62.4616	60.9854	68.0798	78.491	82.8257	84.7789	93.542	100.0295	115.1152	131.1641	150.4692	168.7887	179.572	191.2231	197.5613	200.3125	205.3188	212.3141	214.2922	218.137	224.7178	230.364	232.2737	233.1954	233.4035	233.5757	233.8064	237.5113	240.2367	240.273	241.7708	242.2792	242.9632	246.7804	242.7465	248.4302	245.4017	246.5112	247.3167	249.2357	249.41	250.1275	252.8044	250.3317	251.3409	250.179	252.6747	253.4587	252.458	253.1574	250.542	255.5524	253.3006	254.8021	254.6183	256.2382	255.8206	254.9332	255.2366	258.1186	252.8342	259.2711	257.0344	256.7798	254.9384	259.4162	256.7036	254.1602	258.5768	257.6476	256.9828	258.5817	259.3432	257.3619	260.5229	262.6455	261.499	262.195	261.3593	261.9146	261.2102	262.5012	260.3333	257.5774	260.4888	262.0762	259.3766	264.7806	264.8495	263.9008	260.505	263.6326	259.2852	256.9285	259.5766	263.9664	259.7997	261.0589	261.0576	260.4312	261.2128	260.963	262.5038	258.3093	262.6633	261.7662	264.6452	263.8985	262.1877	261.7781	259.1367	260.4928	259.8452	260.3141	259.4384	262.7692	261.1366	262.4521	260.2725	261.1089	264.5691	264.5743	265.9121	261.8489	261.9635	264.4542	263.0519	265.1691	262.7926	264.5929	264.791	263.6382	263.3947	261.6458	262.3002	269.0335	263.2851	264.1388	272.3888	261.4828	262.3022	263.8853	262.362	265.0864	261.4666	263.956	266.6151	264.7804	266.7297	264.7417	265.9188	264.89	266.3656	264.2029	269.3616	262.9864	265.3282	274.5876	274.8928	273.5351	273.2011	272.0759	273.8236	274.894	267.6704	265.3684	268.982	266.0634	267.6906	265.9875	268.7658	265.4149	265.704	266.6606	268.2947	268.8323	266.4568	273.7449	271.0169	272.5966	274.5188
242	zntRALE	PM01	C02	M9 minimal media no C source	R1	D-Galactonic acid-g-Lactone	C03383	CAS 2782-07-2	11.0	11.0	11.0	11.8414	12.1371	16.5199	13.1305	15.9939	18.0855	25.4369	26.5866	24.6887	33.7225	31.3288	36.0133	30.1059	47.094	46.0291	46.0358	55.0115	58.1144	63.4472	65.0708	70.8714	69.1024	78.2197	79.9937	87.3909	88.1626	94.5392	94.7982	95.5863	101.4803	104.7735	103.1604	101.3753	103.9163	106.7918	109.8913	113.1587	113.0145	118.4374	119.4277	122.8904	126.3126	125.2515	127.8333	129.1688	133.6886	134.1019	134.054	137.0249	140.681	140.4177	143.8926	148.7715	150.9154	162.0682	169.1726	172.5092	180.8357	184.6383	186.2176	197.023	197.4953	193.7392	198.4362	199.9256	204.7193	202.0858	205.7139	207.4028	208.4655	213.9185	211.6398	214.9264	217.226	220.7143	220.9911	221.268	228.4228	228.3674	226.6204	230.457	229.8575	229.3161	234.1094	239.2177	240.4967	237.6184	237.8054	240.9234	239.5411	239.9742	243.5942	240.8289	245.6385	241.719	244.1466	245.1494	246.1766	243.3364	246.8475	249.673	250.3404	251.2017	252.2888	255.0539	252.4982	251.1098	250.7125	255.5403	256.3124	258.7802	254.8251	255.7868	259.9272	258.8351	258.0384	257.9316	258.3812	255.7916	254.9664	257.8584	260.6476	253.4514	258.0245	256.6305	259.9794	255.0276	255.9197	255.7594	260.7399	257.4112	257.6219	260.8513	259.967	258.9438	257.5711	258.1657	258.6713	260.024	258.5389	260.572	258.1517	257.7879	255.9174	255.4401	258.3841	260.0869	261.5287	259.3601	256.3225	255.7995	260.5891	260.3181	255.1454	260.5714	260.9961	258.9523	261.6149	258.4971	261.44	261.8401	262.6815	261.4547	263.2108	261.6073	261.2077	262.2924	259.6212	261.9032	259.6591	262.7868	261.5343	262.7268	260.7393	261.5521	260.7784	262.7963	263.5764	258.162	263.2193	262.8096	261.5256	261.0193	260.0894	260.2262	262.6439	262.3109	260.8156	259.1442	261.8321
243	zntRALE	PM01	C02	M9 minimal media no C source	R2	D-Galactonic acid-g-Lactone	C03383	CAS 2782-07-2	11.0	11.0	11.0	11.0	11.0	14.0985	12.2662	11.0	12.5901	22.1725	22.2801	23.7061	31.3224	30.0322	27.4606	44.7997	43.9999	44.7651	52.4025	55.0433	55.9525	62.9264	65.2695	70.8511	77.5849	78.0835	86.2702	90.7492	90.6072	94.8322	96.9706	97.4385	103.4693	107.1054	108.4879	109.6516	110.6089	114.207	113.5541	118.8646	121.6362	119.8681	121.7283	124.8784	132.2559	131.2788	130.2999	136.6603	137.8241	138.6094	139.1721	142.7244	143.7642	150.6194	152.9013	152.9463	161.1976	167.0512	171.3011	174.5784	180.4294	182.6334	186.8687	195.7213	196.4061	200.17	199.9067	202.7581	206.3668	207.3066	207.9888	210.5456	217.1043	216.1158	216.8176	216.905	219.2735	222.6967	223.2904	226.2367	227.3625	229.1804	226.7697	229.9482	233.0999	231.7962	236.6932	236.0926	233.9767	234.7785	235.6346	236.6956	236.3271	233.9055	235.0891	237.3154	240.1828	240.41	239.1572	246.7639	243.8864	237.6043	243.3359	245.2699	244.7982	245.7332	252.7993	248.2138	254.4544	251.2104	249.7543	249.8393	251.6073	250.3489	253.4284	249.2814	252.061	252.2897	249.9683	249.7207	250.8607	247.6357	246.7568	242.2704	244.8014	247.9847	245.5756	245.506	245.3325	244.8368	245.3584	247.8409	247.2931	248.3689	248.7396	243.6509	245.0074	244.5207	244.0739	243.1429	246.8277	247.2218	246.2048	244.6952	243.8169	241.7014	244.6334	242.8328	243.8222	243.6174	246.2971	245.2563	240.5733	248.4614	241.9622	247.6448	243.552	242.5691	243.7465	242.8447	246.3905	241.242	241.1369	240.1043	243.7085	243.3685	246.4266	242.4875	242.7244	245.3266	246.2558	245.4683	244.742	247.0578	244.3929	248.1286	247.2176	243.3248	246.2243	245.6814	247.5176	244.3453	245.0837	246.0007	246.0668	244.6282	245.7068	246.131	240.8548	248.7364	242.7861	248.8899	247.2825
